id,almacen,referencia,cod_barra,producto,categoria,precio_venta,cantidad,proveedor
3097,Local 1,7702425093416,7702425093416,scott rinde max x 1,aseo,1500,4,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3098,Local 1,7702425730151,7702425730151,scott triple hoja x 12 rollos,aseo,15500,5,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3099,Local 1,7702425977280,7702425977280,scott x 1,aseo,2000,11,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3100,Local 1,7707247710015,7707247710015,seda dental 30 mtros,aseo,4500,6,DISTRIVENTAS DEL HUILA
3101,Local 1,7702006654326,7702006654326,Sedal Luminus UV,aseo,1200,10,UNIMASIVOS .
3102,Local 1,7702914602372,7702914602372,selecta frutos silvestres x 230 g,abarrotes,9800,4,RAMO .
3103,Local 1,7702914110501,7702914110501,selecta nueces del brasil x 230 g,abarrotes,10300,102,RAMO .
3104,Local 1,7702914594943,7702914594943,selecta trozos de chocolate x 230 g,dulceria,9800,94,RAMO .
3105,Local 1,7759185397278,7759185397278,servilleta elite practica x 100 und,aseo,1900,6,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3106,Local 1,7702026020927,7702026020927,Servilleta familia dispensadora x150,CATEGORIA ESTANDAR,3000,33,DISTRIMARIO SAS
3107,Local 1,7702120014464,7702120014464,Servilleta Favorita 200,aseo,3500,95,MD DISTRIBUCIONES
3108,Local 1,7702120014303,7702120014303,servilleta la favorita x 30,aseo,5000,99,ALVARO MUÑOZ
3109,Local 1,7702518030328,7702518030328,Servilleta Popular 150,CATEGORIA ESTANDAR,2800,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3110,Local 1,7702518030311,7702518030311,Servilleta popular 300,CATEGORIA ESTANDAR,5500,0,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3111,Local 1,7709606194184,7709606194184,servilletas elite practica x 300 und,aseo,4000,5,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3112,Local 1,7702026156862,7702026156862,servilletas familia green dia a dia x 200,aseo,2300,3,DISTRIMARIO SAS
3113,Local 1,7702026183806,7702026183806,servilletas familia practi -diarias partidas x 300,aseo,5400,101,DISTRIMARIO SAS
3114,Local 1,7702026206956,7702026206956,servilletas familia practi-diarias partidas x 450,aseo,7500,3,DISTRIMARIO SAS
3115,Local 1,7702026182854,7702026182854,servilletas familia practi-diarias x 150,aseo,2800,3,DISTRIMARIO SAS
3116,Local 1,7707151600983,7707151600983,Servilletas Nube 150,aseo,2600,7,PLASTICO SURCOLOMBIANO
3117,Local 1,134,134,sevedol extra fuerte,aseo,1700,89,DISTRIHOGAR B.B
3118,Local 1,7707371214298,7707371214298,Sevilletas R&M,CATEGORIA ESTANDAR,2900,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3119,Local 1,7702006405973,7702006405973,SH Savital Complejo Hialuronico y sabila  350ml,aseo,11600,7,UNIMASIVOS .
3120,Local 1,7500435252775,7500435252775,Shampo Herbal Essences Aceite de Argan,aseo,1000,46,DISTRIMARIO SAS
3121,Local 1,7702006653305,7702006653305,shampoo + acondicionador x 370 ml,aseo,38000,0,DISTRIMARIO SAS
3122,Local 1,7702006208710,7702006208710,shampoo 2 en 1 anticaspa dove x 370 ml,aseo,19500,2,DISTRIMARIO SAS
3123,Local 1,7702354961107,7702354961107,Shampoo Alma de Romero aguacate,aseo,1300,38,DISTRIMARIO SAS
3124,Local 1,7702354961084,7702354961084,Shampoo Alma de Romero de Argan,aseo,1300,36,DISTRIMARIO SAS
3125,Local 1,7891150102934,7891150102934,Shampoo DOVE hidratacion 370ml,aseo,24500,2,UNIMASIVOS .
3126,Local 1,7702006204859,7702006204859,shampoo dove hidratacion y suavidad x 15 ml,aseo,1200,67,DISTRIMARIO SAS
3127,Local 1,7702006653077,7702006653077,shampoo dove reconstruccion x 18 ml,aseo,1200,98,DISTRIMARIO SAS
3128,Local 1,7891150008953,7891150008953,shampoo dove reconstruccion x 200 ml,aseo,12700,7,DISTRIMARIO SAS
3129,Local 1,7500435257084,7500435257084,Shampoo head & Shoulders x90ml,aseo,4800,2,DISTRIMARIO SAS
3130,Local 1,7500435126601,7500435126601,shampoo head shoulders x 33 ml,aseo,1800,9,SURTILIMA .
3131,Local 1,7702031293217,7702031293217,Shampoo Johnsons  manzanilla x100ml,aseo,15500,101,TECNOVENTAS DISTRIBUCIONES
3132,Local 1,7702031338260,7702031338260,shampoo johnsons manzanilla x 25 ml,aseo,1600,101,DISTRIMARIO SAS
3133,Local 1,7702031293262,7702031293262,Shampoo johnsons x100ml,CATEGORIA ESTANDAR,14400,1,TECNOVENTAS DISTRIBUCIONES
3134,Local 1,7702045915815,7702045915815,shampoo konzil restauracion x 20 ml,aseo,1200,16,DISTRIMARIO SAS
3135,Local 1,7702029482944,7702029482944,shampoo konzil seda liquida x 20 ml,aseo,1000,4,DISTRIMARIO SAS
3136,Local 1,7702354958138,7702354958138,shampoo nutribela biokeratina x 18 ml,aseo,1300,81,DISTRIMARIO SAS
3137,Local 1,7702354958114,7702354958114,shampoo nutribela biokeratina x 400 ml,aseo,23600,50,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3138,Local 1,7702354956318,7702354956318,shampoo nutribela celulas madre x 18 ml,aseo,1300,44,DISTRIMARIO SAS
3139,Local 1,7702354956233,7702354956233,shampoo nutribela celulas madre x 400 ml,aseo,22500,51,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3140,Local 1,7702354956301,7702354956301,shampoo nutribela enzimoterapia x 18 ml,aseo,1300,91,DISTRIMARIO SAS
3141,Local 1,7702354956226,7702354956226,shampoo nutribela enzimoterapia x 400 ml,aseo,22500,50,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3142,Local 1,7702354956325,7702354956325,shampoo nutribela pro- hialuronico x 18 ml,aseo,1300,983,DISTRIMARIO SAS
3143,Local 1,7702354956240,7702354956240,shampoo nutribela prohialuronico x 400 ml,aseo,22500,50,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3144,Local 1,7702354956219,7702354956219,shampoo nutribela reparacion x 400 ml,aseo,22500,51,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3145,Local 1,7500435191500,7500435191500,shampoo nutritivo pantene x 18 ml,aseo,1100,29,DISTRIMARIO SAS
3146,Local 1,7702354956295,7702354956295,shampoo nutrivela reparacion intensiva x 18 ml,aseo,1300,27,DISTRIMARIO SAS
3147,Local 1,7500435247986,7500435247986,shampoo pantene biotinamina B3 x 18 ml,aseo,1000,24,SURTILIMA .
3148,Local 1,7500435108294,7500435108294,shampoo pantene pro-v 18 ml,aseo,1200,100,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3149,Local 1,7500435170741,7500435170741,shampoo pantene restauracion x 33 ml,aseo,1700,94,SURTILIMA .
3150,Local 1,7500435258951,7500435258951,Shampoo Pantene sin sal Reparacion Molecular,aseo,1200,43,DISTRIMARIO SAS
3151,Local 1,7702006208581,7702006208581,shampoo savital aceite de argan x 510 ml,aseo,18500,96,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3152,Local 1,7702191349953,7702191349953,shampoo savital aceite de jojoba argan ysabila 100 ml,aseo,4000,12,UNIMASIVOS .
3153,Local 1,7702006207928,7702006207928,shampoo savital anticaspa  te verde x 100 ml,aseo,4300,102,UNIMASIVOS .
3154,Local 1,7702006202848,7702006202848,shampoo savital anticaspa menta x 100 ml,aseo,4000,5,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3155,Local 1,7702006207973,7702006207973,shampoo savital anticaspa x 27 ml,aseo,1200,12,DISTRIMARIO SAS
3156,Local 1,7702006302036,7702006302036,shampoo savital anticaspa x 510 ml,aseo,18500,96,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3157,Local 1,7702006208604,7702006208604,shampoo savital colageno y savila x 510 ml,aseo,19600,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3158,Local 1,7702006406000,7702006406000,shampoo savital complejo hialuronico x 100 ml,aseo,4000,8,UNIMASIVOS .
3159,Local 1,7702191522332,7702191522332,Shampoo savital elixir de romero 100ml,abarrotes,4000,87,UNIMASIVOS .
3160,Local 1,7702006301657,7702006301657,shampoo savital fusion proteinas x 100 ml,aseo,4000,93,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3161,Local 1,7702006207775,7702006207775,shampoo savital fusion proteinas x 25 ml,aseo,1200,20,DISTRIMARIO SAS
3162,Local 1,7702006208512,7702006208512,shampoo savital fusion proteinas x 510 ml,aseo,18500,99,UNIMASIVOS .
3163,Local 1,7702006205955,7702006205955,shampoo savital multioleos y sabila x 100 ml,aseo,3500,7,UNIMASIVOS .
3164,Local 1,7702006208376,7702006208376,shampoo savital multioleos y savila x 510 ml,aseo,18500,99,UNIMASIVOS .
3165,Local 1,7702006202831,7702006202831,shampoo savital multivitaminas x 100 ml,aseo,4000,96,UNIMASIVOS .
3166,Local 1,7702006653237,7702006653237,shampoo savital multivitaminas x 510 + acon x 490 ml,aseo,35500,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3167,Local 1,7702006208420,7702006208420,shampoo savital multivitaminas x 510 ml,aseo,18500,96,UNIMASIVOS .
3168,Local 1,7702006406482,7702006406482,shampoo savital-serum de aminoacidos x 100 ml,aseo,4000,92,UNIMASIVOS .
3169,Local 1,7702006405980,7702006405980,shampoo savitalcomplejo hialuronico x 510 ml,aseo,18500,99,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3170,Local 1,7702006207683,7702006207683,shampoo sedal ceramidas x 24 ml,aseo,1200,8,DISTRIMARIO SAS
3171,Local 1,7702006207669,7702006207669,shampoo sedal keratina con antioxidante x 24 ml,aseo,1200,95,DISTRIMARIO SAS
3172,Local 1,650240057540,650240057540,shampoo tio nacho aclarante x 18 ml,aseo,1200,4,DISTRIMARIO SAS
3173,Local 1,7756459001053,7756459001053,Shampoo Tio Nacho efesto anti-canas sobre x18ml,aseo,1000,94,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3174,Local 1,7756459001039,7756459001039,shampoo tio nacho engrosador,aseo,1000,10,ALPINA .
3175,Local 1,650240057533,650240057533,shampoo tio nacho herbolaria x 18 ml,aseo,1200,7,DISTRIMARIO SAS
3176,Local 1,7702006207676,7702006207676,shampoo y acondicionador sedal duo x 24 ml,aseo,1200,12,DISTRIMARIO SAS
3177,Local 1,7891010025878,7891010025878,Siempre libre noche y dia,CATEGORIA ESTANDAR,5800,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3178,Local 1,7707223667258,7707223667258,Silicona capilar nutribell,aseo,1800,83,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3179,Local 1,7707223661478,7707223661478,silicona capilar x 10 g,aseo,2600,16,DISTRIHOGAR B.B
3180,Local 1,7706650679098,7706650679098,silicona eterna,CATEGORIA ESTANDAR,2200,3,ALPINA .
3181,Local 1,7708514049173,7708514049173,silicona liquida 30ml,papeleria,2600,0,ALPINA .
3182,Local 1,7708514049883,7708514049883,silicona liquida 60ml,papeleria,3400,0,ALPINA .
3183,Local 1,4718759580600,4718759580600,Silicona liquida macao,CATEGORIA ESTANDAR,3200,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3184,Local 1,7707430879277,7707430879277,six pac cerveza andina dorada lata,bebidas,15000,58,BAVARIA DISTRIBUCIONES
3185,Local 1,7702004004925,7702004004925,six pac de aguila,bebidas,18000,1000,ALVARO MUÑOZ
3186,Local 1,7702004001962,7702004001962,six pac de aguila light,bebidas,21000,1000,ALVARO MUÑOZ
3187,Local 1,7702004007377,7702004007377,six pac de poker,bebidas,22000,997,BAVARIA DISTRIBUCIONES
3188,Local 1,6925196009535,6925196009535,SMILIFE KERATIN SHAMPOO X 255 ML,autoservicio servitodo thaliana,60800,2,HGW COLOMBIA
3189,Local 1,7702011163950,7702011163950,Snack caramelo,dulceria,500,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3190,Local 1,7702011088802,7702011088802,Snacky Caramelo,autoservicio servitodo thaliana,1500,4,COLOMBINA DISTRIBUCIONES
3191,Local 1,7702011061133,7702011061133,Snow Menta 100UND,dulceria,9400,18,COLOMBINA DISTRIBUCIONES
3192,Local 1,77096180,77096180,Snow mint,dulceria,1000,59,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3193,Local 1,7702011087447,7702011087447,Snow Mint X100,CATEGORIA ESTANDAR,9600,1,COLOMBINA DISTRIBUCIONES
3194,Local 1,7709880458927,7709880458927,Sobre de Oregano,autoservicio servitodo thaliana,1800,10,ALPINA .
3195,Local 1,7509546676012,7509546676012,soflan complete suavital x 160 ml,aseo,2000,96,DISTRIMARIO SAS
3196,Local 1,7509546655543,7509546655543,Soflan Suavitel Complete x1.5L,CATEGORIA ESTANDAR,17500,2,DISTRIMARIO SAS
3197,Local 1,7702010282485,7702010282485,soflan suavitel frescura  primaveral 430 ml,aseo,3600,0,DISTRIMARIO SAS
3198,Local 1,7509546689043,7509546689043,soflan suavitel frescura de manzana 430 ml,aseo,3600,2,DISTRIMARIO SAS
3199,Local 1,7702174824156,7702174824156,Sonetto explosion de chocolate,dulceria,12600,100,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3200,Local 1,7702024085348,7702024085348,sopas de mi tierra ajiaco x 60 g,CATEGORIA ESTANDAR,2800,2,PROGRESAR NESTLE
3201,Local 1,7702024534044,7702024534044,sopas de mi tierra choclo x 90 g,abarrotes,2800,2,PROGRESAR NESTLE
3202,Local 1,7702024212904,7702024212904,sopas de mi tierra sancocho x 60 g,abarrotes,3000,3,PROGRESAR NESTLE
3203,Local 1,7702354110314,7702354110314,sopera ajiaco,CATEGORIA ESTANDAR,2700,3,DISTRIMARIO SAS
3204,Local 1,7702354931018,7702354931018,Sopera Mazorca,CATEGORIA ESTANDAR,2700,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3205,Local 1,7707307961067,7707307961067,SPAGHETTI COMARRICO TAMAÑO FAMILIAR,CATEGORIA ESTANDAR,6000,998,GERDY DISTRIBUCIONES
3206,Local 1,7707307961135,7707307961135,spaghetti comarrico x 190 g,abarrotes,1500,1001,DISTRIMARIO SAS
3207,Local 1,7707307961074,7707307961074,spaghetti comarrico x 250 g,abarrotes,1800,899,DISTRIMARIO SAS
3208,Local 1,7707307963146,7707307963146,spaghetti comarrico x 454 g,abarrotes,3000,3,DISTRIMARIO SAS
3209,Local 1,7702085019023,7702085019023,Spaghetti doria 1000gr,abarrotes,7500,45,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3210,Local 1,7702085001950,7702085001950,Spaghetti doria 200g,CATEGORIA ESTANDAR,2400,1002,GERDY DISTRIBUCIONES
3211,Local 1,7702085012024,7702085012024,Spaghetti doria 250gr,abarrotes,2400,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3212,Local 1,7707044000630,7707044000630,spaghetti la bonita x 200 g,abarrotes,1300,24,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3213,Local 1,7702020117012,7702020117012,spaghetti la muñeca x 1000 g,abarrotes,6900,6,DISTRIMARIO SAS
3214,Local 1,7702020113014,7702020113014,spaghetti la muñeca x 500 g,abarrotes,4000,4,DISTRIMARIO SAS
3215,Local 1,7703051000373,7703051000373,spaghetti zonia x 200 g,abarrotes,1300,8,DISTRIMARIO SAS
3216,Local 1,7702085013021,7702085013021,Spaguetti Doria x500g,autoservicio servitodo thaliana,4400,27,GERDY DISTRIBUCIONES
3217,Local 1,7702020120609,7702020120609,spaguetti la muñeca pague 900 lleve 1000g,abarrotes,6200,2,ALPINA .
3218,Local 1,7702020111607,7702020111607,spaguetti la muñeca x 200 g,abarrotes,1500,75,DISTRIMARIO SAS
3219,Local 1,7702354951160,7702354951160,spartan x 269 ml,bebidas,1500,24,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3220,Local 1,7702354958848,7702354958848,spartan x 310 ml,bebidas,2200,0,ALVARO MUÑOZ
3221,Local 1,7702354958831,7702354958831,spartan xtra energy 310 ml,bebidas,2200,1,ALVARO MUÑOZ
3222,Local 1,7702090071849,7702090071849,spedd max 310 ml,bebidas,2500,35,ALVARO MUÑOZ
3223,Local 1,7702090468793,7702090468793,Speed MAX BORONDO,autoservicio servitodo thaliana,3000,1,InterPOS
3224,Local 1,7501033210778,7501033210778,speed stick crema x 9 g,aseo,1200,6,DISTRIHOGAR B.B
3225,Local 1,7501033206580,7501033206580,SPEED STICK SOBRE X2,aseo,1600,39,DISTRIMARIO SAS
3226,Local 1,7501033204920,7501033204920,SPEED STICK X30G,aseo,3300,48,DISTRIMARIO SAS
3227,Local 1,7702011127860,7702011127860,splost acid 13.5gr,CATEGORIA ESTANDAR,500,15,COLOMBINA DISTRIBUCIONES
3228,Local 1,7707282388156,7707282388156,Splot Espanta ojos,CATEGORIA ESTANDAR,100,100,MD DISTRIBUCIONES
3229,Local 1,7702535011713,7702535011713,sprite sabor lima limon x 1.5 l,bebidas,5000,74,COCACOLA DISTRIBUCIONES
3230,Local 1,7702535012086,7702535012086,sprite sabor lima- limon x 400 ml,bebidas,2600,92,InterPOS
3231,Local 1,7702090029741,7702090029741,squash frutas tropicales,bebidas,2800,21,InterPOS
3232,Local 1,7702031414889,7702031414889,stayfree adapt plus ultradelgada lleve10+2 toallas,aseo,4000,101,DISTRIMARIO SAS
3233,Local 1,7702031800682,7702031800682,stayfree normal lleve 10+2 toallas,aseo,4200,6,DISTRIMARIO SAS
3234,Local 1,7702010280023,7702010280023,Suavitel 1L,aseo,9500,43,DISTRIMARIO SAS
3235,Local 1,7702010282638,7702010282638,suavitel aroma vainilla x 430 ml,aseo,3500,5,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3236,Local 1,7509546676050,7509546676050,suavitel fresa y chocolate x 180 ml,aseo,2000,89,DISTRIMARIO SAS
3237,Local 1,7702010282751,7702010282751,suavitel fresas y chocolate x 430 ml,aseo,3500,11,DISTRIMARIO SAS
3238,Local 1,7509546676142,7509546676142,suavitel fresca primavera x 180 ml,aseo,2000,24,DISTRIMARIO SAS
3239,Local 1,7509546689050,7509546689050,suavitel frescura de manzana x 180 ml,aseo,1900,96,DISTRIMARIO SAS
3240,Local 1,7509546700984,7509546700984,Suavitel Jazmin,CATEGORIA ESTANDAR,11400,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3241,Local 1,7702010283154,7702010283154,Suavitel primavera 1500,CATEGORIA ESTANDAR,16300,0,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3242,Local 1,7509546676029,7509546676029,suavitel vainilla x 180 ml,aseo,1800,10,DISTRIMARIO SAS
3243,Local 1,7707271382103,7707271382103,Suavizante Victory 1000ml,autoservicio servitodo thaliana,5500,93,GERDY DISTRIBUCIONES
3244,Local 1,7705326079022,7705326079022,sub marinos sabor a arequipe x 33 g,dulceria,2000,84,BIMBO DISTRIVENTAS DEL SUR
3245,Local 1,7705326070593,7705326070593,sub marinos sabor a fresa x 35 g,dulceria,2000,95,BIMBO DISTRIVENTAS DEL SUR
3246,Local 1,7705326073778,7705326073778,submarino mora 35 gr,dulceria,2000,11,BIMBO DISTRIVENTAS DEL SUR
3247,Local 1,7705326081223,7705326081223,submarino surtido x 204 g,dulceria,9800,20,BIMBO DISTRIVENTAS DEL SUR
3248,Local 1,650240070891,650240070891,Suero 5 iones fresa kiwi,bebidas,7500,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3249,Local 1,650240070938,650240070938,Suero 5iones Frutos rojos,bebidas,7500,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3250,Local 1,650240070914,650240070914,Suero 5iones Mora Azul,bebidas,7500,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3251,Local 1,650240070921,650240070921,Suero 5iones uva,bebidas,7500,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3252,Local 1,7707016404466,7707016404466,SUNDARK Protector Solar Adulto x10g,medicamentos,2600,7,TECNOVENTAS DISTRIBUCIONES
3253,Local 1,238,7707355051369,Sunday,CATEGORIA ESTANDAR,3000,9,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3254,Local 1,7702354955366,7702354955366,Suntea limon,CATEGORIA ESTANDAR,1500,38,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3255,Local 1,7702354955403,7702354955403,Suntea mandarina,CATEGORIA ESTANDAR,1600,44,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3256,Local 1,7702354955380,7702354955380,Suntea Maracuya,dulceria,1500,13,GERDY DISTRIBUCIONES
3257,Local 1,7702354955373,7702354955373,suntea sabor a durazno x 12 g,abarrotes,1500,15,DISTRIMARIO SAS
3258,Local 1,7702354957131,7702354957131,suntea sabor a fresa con flor de jamaica x 12 g,abarrotes,1500,7,DISTRIMARIO SAS
3259,Local 1,7702354955397,7702354955397,suntea sabor a frutos rojos x 12 g,abarrotes,1500,93,DISTRIMARIO SAS
3260,Local 1,7702354955434,7702354955434,suntea sabor a limon mandarino x 12 g,CATEGORIA ESTANDAR,1300,11,DISTRIMARIO SAS
3261,Local 1,7702354955410,7702354955410,suntea sabor a mora x 12 g,abarrotes,1500,0,DISTRIMARIO SAS
3262,Local 1,7703888297212,7703888297212,Super acido polvo,dulceria,200,51,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3263,Local 1,7707025802741,7707025802741,super can croquetas x 500 g,abarrotes,2900,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3264,Local 1,7707025836692,7707025836692,super cat adultos frutos del mar x 500 g,abarrotes,5300,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3265,Local 1,7707025833691,7707025833691,super cat adultos mix de carne x 500 g,abarrotes,5600,90,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3266,Local 1,7702174079174,7702174079174,Super Fruty,CATEGORIA ESTANDAR,9600,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3267,Local 1,7703888298516,7703888298516,super hiper acido,CATEGORIA ESTANDAR,500,3,COLOMBINA DISTRIBUCIONES
3268,Local 1,7703888150715,7703888150715,SUPER HYPER HOT CEREZA,dulceria,1100,7,GLOFER DISTRIBUCIONES
3269,Local 1,7702310043120,7702310043120,super riel liquido aroma floral x 500 ml,aseo,5200,17,DISTRIMARIO SAS
3270,Local 1,7702310043113,7702310043113,super riel liquido aroma floral x 925 ml,aseo,8000,0,ALPINA .
3271,Local 1,7702310010405,7702310010405,super riel x 200 g,aseo,2300,70,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3272,Local 1,7707025850247,7707025850247,supercan adulto mix de carne x 500 g,abarrotes,3200,30,GRADEZCO LTDA .
3273,Local 1,7707025839006,7707025839006,supercan cachorros leche y mix de carne x 500 g,abarrotes,4000,32,GRADEZCO LTDA .
3274,Local 1,7707025802291,7707025802291,supercan cachorros x 500 ml,abarrotes,3500,3,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3275,Local 1,7702993031957,7702993031957,supercoco bombon x 24 und,CATEGORIA ESTANDAR,13600,0,ALVARO MUÑOZ
3276,Local 1,265,7702993048979,Supercoco sncks,CATEGORIA ESTANDAR,2200,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3277,Local 1,7702993018668,7702993018668,supercoco turron x 100 unid,dulceria,19100,101,ALVARO MUÑOZ
3278,Local 1,7702993030639,7702993030639,supercoco turron x 50 unid,CATEGORIA ESTANDAR,9000,2,ALPINA .
3279,Local 1,135,135,supercoco turron x unid,CATEGORIA ESTANDAR,300,72,ALVARO MUÑOZ
3280,Local 1,7708872634226,7708872634226,supremo lavalosa x 150 g,aseo,1800,7,DISTRIMARIO SAS
3281,Local 1,7708872634998,7708872634998,Supremo Lavaloza 450g,aseo,6500,20,MD DISTRIBUCIONES
3282,Local 1,7709057539909,7709057539909,Syrope sabor a  miel 150g,dulceria,2900,1,DISTRIMARCA HELADOS
3283,Local 1,7702432075504,7702432075504,Tajada ponque lolita vainilla,autoservicio servitodo thaliana,2300,11,GLOFER DISTRIBUCIONES
3284,Local 1,633148100099,633148100099,Tajin 45g,autoservicio servitodo thaliana,8700,7,DISTRIALDANA .
3285,Local 1,7702011166067,7702011166067,tajin bon bon bum,dulceria,1800,87,COLOMBINA DISTRIBUCIONES
3286,Local 1,7500810031032,7500810031032,Takis blue 185gr,dulceria,11500,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3287,Local 1,7500810028094,7500810028094,takis blue heat x 50 g,dulceria,4300,66,GUADALUPE ARDICOLL
3288,Local 1,7500810029701,7500810029701,takis fuego 185 gr,CATEGORIA ESTANDAR,10500,2,BIMBO DISTRIVENTAS DEL SUR
3289,Local 1,7500810031018,7500810031018,Takis fuego 185gr,dulceria,11000,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3290,Local 1,7500810027400,7500810027400,takis fuego 50 gr,CATEGORIA ESTANDAR,4000,99,BIMBO DISTRIVENTAS DEL SUR
3291,Local 1,7500810044445,7500810044445,Takis intenso nacho,dulceria,4200,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3292,Local 1,7702006207270,7702006207270,Talco Rexona Efficient 180g,aseo,15000,3,UNIMASIVOS .
3293,Local 1,7702006204699,7702006204699,Talco rexona Efficient 56g,aseo,8200,7,UNIMASIVOS .
3294,Local 1,7702057081027,7702057081027,talco yodora x 60 g,aseo,6300,83,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3295,Local 1,095188012013,095188012013,tampico citrus punch,bebidas,1000,3,SURCOLAC PUREZA
3296,Local 1,7702027437922,7702027437922,Tampon nosotras,aseo,1000,92,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3297,Local 1,148,7702027437076,Tampon Nosotras,aseo,900,7,DISTRIMARIO SAS
3298,Local 1,7702026154820,7702026154820,Tampon x 5 nosotras,aseo,4200,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3299,Local 1,7702026194581,7702026194581,Tampon x 8 nosotras,autoservicio servitodo thaliana,6300,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3300,Local 1,149,7702026194697,Tampones Nosotras * 8 und,aseo,6200,2,ALPINA .
3301,Local 1,7702027435508,7702027435508,Tampones nosotras x8,aseo,14800,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3302,Local 1,7707228361939,7707228361939,Tapabocas,autoservicio servitodo thaliana,500,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3303,Local 1,189,7702560043369,Tarrito rojo 330g,autoservicio servitodo thaliana,25000,1,MD DISTRIBUCIONES
3304,Local 1,7702560043291,7702560043291,tarrito rojo x 135 g,abarrotes,13500,101,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3305,Local 1,7702560042744,7702560042744,tarrito rojo x 25 g,abarrotes,2500,90,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3306,Local 1,203,203,tdco potenciador,CATEGORIA ESTANDAR,40000,2,MD DISTRIBUCIONES
3307,Local 1,7703064001008,7703064001008,tempera carosello x 6 und,papeleria,3900,4,DISTRIMARIO SAS
3308,Local 1,191,7707292831512,Tenedor 20uni,autoservicio servitodo thaliana,1100,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3309,Local 1,7707355925073,7707355925073,Tenedor cHIC  grande x20,CATEGORIA ESTANDAR,2400,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
