id,almacen,referencia,cod_barra,producto,categoria,precio_venta,cantidad,proveedor
3310,Local 1,7707331831626,7707331831626,Tenedor Pequeño MIO x20Und,CATEGORIA ESTANDAR,1100,4,PLASTICO SURCOLOMBIANO
3311,Local 1,7702027429354,7702027429354,TH. nosotras extraproteccion tela x 6 unidades,aseo,3300,82,DISTRIMARIO SAS
3312,Local 1,7702026158521,7702026158521,TH.Inv rapigel x 10 und,aseo,6000,12,DISTRIMARIO SAS
3313,Local 1,7702026174323,7702026174323,TH.nosotras buenas noche  x 4 unidades,aseo,3600,89,DISTRIMARIO SAS
3314,Local 1,7702026152253,7702026152253,TH.nosotras delgada alas x 8 und,aseo,2500,47,DISTRIMARIO SAS
3315,Local 1,7702026148447,7702026148447,TH.nosotras invisible clasica multiformas x 10 unidades,aseo,5700,100,DISTRIMARIO SAS
3316,Local 1,7702027424038,7702027424038,TH.nosotras rapigel-v x 30 unidades,aseo,16400,1,DISTRIMARIO SAS
3317,Local 1,7701560541349,7701560541349,Tijera fl134,CATEGORIA ESTANDAR,3500,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3318,Local 1,7702007082029,7702007082029,TikysGolochips,autoservicio servitodo thaliana,1600,2,GERDY DISTRIBUCIONES
3319,Local 1,7702011020956,7702011020956,tipitin corazon x 25 unidades,CATEGORIA ESTANDAR,5800,14,COLOMBINA DISTRIBUCIONES
3320,Local 1,7702011017277,7702011017277,tipitin leche,CATEGORIA ESTANDAR,8700,99,COLOMBINA DISTRIBUCIONES
3321,Local 1,7702011005656,7702011005656,tipitin salvaje x 50 unidades,CATEGORIA ESTANDAR,8600,0,COLOMBINA DISTRIBUCIONES
3322,Local 1,7702011020963,7702011020963,tipitin sicodelica x 25 unidades,dulceria,5800,101,COLOMBINA DISTRIBUCIONES
3323,Local 1,7702011138859,7702011138859,tipitin surtido 40 uni,CATEGORIA ESTANDAR,9200,11,COLOMBINA DISTRIBUCIONES
3324,Local 1,7707309330649,7707309330649,tisana limonaria x 22 g,abarrotes,2000,4,DISTRIMARIO SAS
3325,Local 1,7707309330670,7707309330670,tisanas albahaca x 22 g,abarrotes,2000,7,COMESTIBLES LABOYANA
3326,Local 1,7709691579125,7709691579125,tisanas angel limonaria x 15 g,abarrotes,2000,99,COMESTIBLES LABOYANA
3327,Local 1,7709691579156,7709691579156,tisanas angel toronjil x 15 g,abarrotes,2000,993,COMESTIBLES LABOYANA
3328,Local 1,7709677370760,7709677370760,tisanas angel yerbabuena x 15 g,abarrotes,2000,92,COMESTIBLES LABOYANA
3329,Local 1,7707309330663,7707309330663,tisanas cidron x 22 g,CATEGORIA ESTANDAR,2000,0,COMESTIBLES LABOYANA
3330,Local 1,7707309330618,7707309330618,tisanas manzanilla x 22 g,abarrotes,2000,10,COMESTIBLES LABOYANA
3331,Local 1,7707309330656,7707309330656,tisanas toronjil x 22 g,abarrotes,2000,0,COMESTIBLES LABOYANA
3332,Local 1,7707309330625,7707309330625,tisanas yerbabuena x 22 g,CATEGORIA ESTANDAR,2000,0,DISTRIMARIO SAS
3333,Local 1,7702026152536,7702026152536,toa.humedas pqñin manzanilla x 80 und,aseo,5000,26,DISTRIMARIO SAS
3334,Local 1,7702425805187,7702425805187,toall. huggies humedas x 80 und,CATEGORIA ESTANDAR,6800,5,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3335,Local 1,7707151602178,7707151602178,Toalla de cocina Nube x50,aseo,2700,1,PLASTICO SURCOLOMBIANO
3336,Local 1,7702026154264,7702026154264,Toalla grande  familia,aseo,5400,101,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3337,Local 1,7707324640181,7707324640181,Toallas Angela super oferta 2 paquetes,CATEGORIA ESTANDAR,5700,4,DISTRIMARIO SAS
3338,Local 1,7707324641140,7707324641140,Toallas Angela x8,CATEGORIA ESTANDAR,3200,23,DISTRIMARIO SAS
3339,Local 1,7702026155179,7702026155179,Toallas green x 70,aseo,2500,98,DISTRIMARIO SAS
3340,Local 1,7707199347758,7707199347758,toallas nova clasica x 50 und,aseo,2500,12,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3341,Local 1,7709007431857,7709007431857,toallas para manos x 150 und,aseo,6600,1,DISTRIMARIO SAS
3342,Local 1,6950225101867,6950225101867,toallas sanitaria dia hgw,aseo,20000,9,HGW COLOMBIA
3343,Local 1,6950225101263,6950225101263,TOALLAS SANITARIA NOCHE HGW,autoservicio servitodo thaliana,20000,2,HGW COLOMBIA
3344,Local 1,7701021145949,7701021145949,toallitas humedas winny x 100 und,aseo,14500,0,DISTRIMARIO SAS
3345,Local 1,7702152007212,7702152007212,tocineta original,CATEGORIA ESTANDAR,1000,8,GLOFER DISTRIBUCIONES
3346,Local 1,7702398041322,7702398041322,Tocineta Rica  120g,carnicos,10000,9,RIVIERA DISTRIBUCIONES
3347,Local 1,7702152008967,7702152008967,todo rico BarB-Q,abarrotes,2800,106,GLOFER DISTRIBUCIONES
3348,Local 1,7702152140124,7702152140124,Todo Rico Limon bacano,autoservicio servitodo thaliana,2800,48,GLOFER DISTRIBUCIONES
3349,Local 1,7702152008950,7702152008950,todo rico original x 45 g,abarrotes,2800,99,GLOFER DISTRIBUCIONES
3350,Local 1,7702152110462,7702152110462,todo rico sabor picada x 45 g,abarrotes,2800,106,GLOFER DISTRIBUCIONES
3351,Local 1,7702563628518,7702563628518,Tolimax 200gr,abarrotes,8000,48,DISTRIALDANA .
3352,Local 1,7709880458941,7709880458941,tomillo molido gavius x 40 g,abarrotes,1300,14,COMESTIBLES LABOYANA
3353,Local 1,7702175108439,7702175108439,tomillo puro el rey x 20 g,abarrotes,2300,89,DISTRIALDANA .
3354,Local 1,6939343200089,6939343200089,Tooth brush,CATEGORIA ESTANDAR,1200,15,ALPINA .
3355,Local 1,7702166068537,7702166068537,Top color x850g,aseo,9300,20,GRADEZCO LTDA .
3356,Local 1,7702166034037,7702166034037,Top combi floral,CATEGORIA ESTANDAR,3200,3,GRADEZCO LTDA .
3357,Local 1,7702166042070,7702166042070,Top con suavisante aroma floral,aseo,3300,39,GRADEZCO LTDA .
3358,Local 1,7702166068698,7702166068698,Top cuidado y limpieza 400g,aseo,5000,101,GRADEZCO LTDA .
3359,Local 1,7702166068681,7702166068681,Top cuidado y limpieza x850g,CATEGORIA ESTANDAR,9300,0,GRADEZCO LTDA .
3360,Local 1,7702020111645,7702020111645,tornillo la muñeca x 200 g,abarrotes,1500,7,DISTRIMARIO SAS
3361,Local 1,7702090000863,7702090000863,Toronja Postobon 1L,autoservicio servitodo thaliana,3500,97,InterPOS
3362,Local 1,7702007056723,7702007056723,torta de chocolatecorona,dulceria,14500,99,GERDY DISTRIBUCIONES
3363,Local 1,7708161575810,7708161575810,torta Lonchera x100g,CATEGORIA ESTANDAR,2200,71,MULTIPAN GARZON
3364,Local 1,7702007056730,7702007056730,torta veteada sabor a vainilla y chocolate corona,abarrotes,14500,100,GERDY DISTRIBUCIONES
3365,Local 1,7705326077844,7705326077844,tortilla blanca L x 425 g,abarrotes,12600,50,BIMBO DISTRIVENTAS DEL SUR
3366,Local 1,7705326081827,7705326081827,tortilla trigo x 250 g,abarrotes,6500,98,GUADALUPE ARDICOLL
3367,Local 1,7702025148585,7702025148585,Tosh ajonjoli,CATEGORIA ESTANDAR,1000,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3368,Local 1,7702025100293,7702025100293,Tosh chocolate,dulceria,1600,98,GERDY DISTRIBUCIONES
3369,Local 1,7702025148561,7702025148561,Tosh fusion cereales,dulceria,1300,96,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3370,Local 1,7702025148554,7702025148554,Tosh Fusion de cereales,CATEGORIA ESTANDAR,11000,10,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3371,Local 1,7702025148455,7702025148455,Tosh miel,CATEGORIA ESTANDAR,1000,9,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3372,Local 1,7702025148448,7702025148448,Tosh miel,dulceria,10400,8,GERDY DISTRIBUCIONES
3373,Local 1,156,7702914594530,Tostacos picante,abarrotes,2400,88,GLOFER DISTRIBUCIONES
3374,Local 1,7702914159401,7702914159401,tostacos picante,autoservicio servitodo thaliana,8700,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3375,Local 1,7702914594547,7702914594547,Tostacos queso,abarrotes,2400,92,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3376,Local 1,7702914602211,7702914602211,Tostacos uy 190gr,CATEGORIA ESTANDAR,8000,1,ALPINA .
3377,Local 1,7705326079336,7705326079336,tostada  mantequilla guadalupe  x 280 g,abarrotes,9200,80,GUADALUPE ARDICOLL
3378,Local 1,7708921830388,7708921830388,tostada grande x 20 unidades,abarrotes,7200,2,FELINI DISTRIBUCIONES
3379,Local 1,7705326019998,7705326019998,tostadas guadalupe sabor a mantequilla pague 10 lleve 12,abarrotes,3700,14,GUADALUPE ARDICOLL
3380,Local 1,7705326079343,7705326079343,tostadas integrales guadalupe x 280 g,CATEGORIA ESTANDAR,9700,47,GERDY DISTRIBUCIONES
3381,Local 1,7705326079374,7705326079374,tostadas sabor mantequilla guadalupe x 115 g,abarrotes,4000,5,GUADALUPE ARDICOLL
3382,Local 1,7705326020642,7705326020642,tostado integral bimbo x 150 g,abarrotes,5200,102,BIMBO DISTRIVENTAS DEL SUR
3383,Local 1,7705326016249,7705326016249,tostado mantequilla bimbo x 150 g,abarrotes,5000,32,BIMBO DISTRIVENTAS DEL SUR
3384,Local 1,7708323728207,7708323728207,tostado selecto 40g,CATEGORIA ESTANDAR,2500,5,ALPINA .
3385,Local 1,7708024204208,7708024204208,tostado selecto x 110 g,abarrotes,7500,2,InterPOS
3386,Local 1,7705326079381,7705326079381,tostados  integrales guadalupe  x 115 g,abarrotes,4300,5,GUADALUPE ARDICOLL
3387,Local 1,7705326018717,7705326018717,tostao integral bimbo,CATEGORIA ESTANDAR,8300,2,BIMBO DISTRIVENTAS DEL SUR
3388,Local 1,7708024204741,7708024204741,Tostao intenso 40gr,autoservicio servitodo thaliana,2700,9,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3389,Local 1,7705326018694,7705326018694,tostao mantequilla bimbo 300g,CATEGORIA ESTANDAR,9000,47,BIMBO DISTRIVENTAS DEL SUR
3390,Local 1,7708024204000,7708024204000,tostao selecto intenso 110 gr,abarrotes,7500,89,InterPOS
3391,Local 1,7705326072085,7705326072085,tostaosmantequilla 150 gr,CATEGORIA ESTANDAR,4000,5,BIMBO DISTRIVENTAS DEL SUR
3392,Local 1,7703133072335,7703133072335,tosti empanadas limon x 28 g,CATEGORIA ESTANDAR,1400,5,JUANVA CAFE
3393,Local 1,7703133014885,7703133014885,Tosti Nachos Costillas BBQ,dulceria,1500,99,DISTRIMARCA HELADOS
3394,Local 1,7703133014748,7703133014748,Tosti Nachos Costillas BBQ 160g,dulceria,6200,8,DISTRIMARCA HELADOS
3395,Local 1,7703133014717,7703133014717,Tosti Nachos Queso 160g,dulceria,6200,8,DISTRIMARCA HELADOS
3396,Local 1,7703133014854,7703133014854,Tosti Nachos Queso 28g,dulceria,1500,5,DISTRIMARCA HELADOS
3397,Local 1,7703133014908,7703133014908,Tosti picantikos,autoservicio servitodo thaliana,1500,80,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3398,Local 1,7703133011198,7703133011198,Tosti picantikos,CATEGORIA ESTANDAR,6000,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3399,Local 1,7703133014724,7703133014724,Tosti picantikos,dulceria,6300,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3400,Local 1,7703133072212,7703133072212,Tosti Pizza queso,CATEGORIA ESTANDAR,1400,96,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3401,Local 1,7703133073844,7703133073844,Tozinetas Fred yupi x35g,autoservicio servitodo thaliana,2200,61,DISTRIMARCA HELADOS
3402,Local 1,7702914594479,7702914594479,tradicion selecta  chocolate x 230 g,dulceria,9800,95,RAMO .
3403,Local 1,7708822984661,7708822984661,trapero  microfibra hulpack,aseo,15000,12,PLASTICO SURCOLOMBIANO
3404,Local 1,724373749396,724373749396,Trapero Blanco 1200 CMJ tipo exportacion,aseo,10300,98,PLASTICO SURCOLOMBIANO
3405,Local 1,05,05,trapero blanco MYS X 1000,aseo,7200,1,PLASTICO SURCOLOMBIANO
3406,Local 1,04,04,trapero blanco MYS x 1200,aseo,8500,1,PLASTICO SURCOLOMBIANO
3407,Local 1,724373749402,724373749402,Trapero CMJ REF:1000 Bicolor,aseo,9000,98,PLASTICO SURCOLOMBIANO
3408,Local 1,07,07,trapero gris MYS X 1000,aseo,7200,2,PLASTICO SURCOLOMBIANO
3409,Local 1,350,350,trapero huilpack  rf 1200,aseo,10800,12,PLASTICO SURCOLOMBIANO
3410,Local 1,7708822984722,7708822984722,trapero huilpack ref 1000,aseo,10000,10,PLASTICO SURCOLOMBIANO
3411,Local 1,7707284596023,7707284596023,Trapero MaXbri REF-1000,CATEGORIA ESTANDAR,8800,9,PLASTICO SURCOLOMBIANO
3412,Local 1,7707284595194,7707284595194,Trapero maxiBri  Ref:1200,aseo,9700,7,PLASTICO SURCOLOMBIANO
3413,Local 1,7707284597419,7707284597419,Trapero MaXibri Ref: JUMBO,aseo,10900,8,PLASTICO SURCOLOMBIANO
3414,Local 1,7707284595088,7707284595088,Trapero Maxibri Ref:800,autoservicio servitodo thaliana,7500,1,PLASTICO SURCOLOMBIANO
3415,Local 1,7707305121098,7707305121098,Trapero microfibra,CATEGORIA ESTANDAR,13500,94,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3416,Local 1,7707303021048,7707303021048,trapero ref 1200,CATEGORIA ESTANDAR,9600,99,PLASTICO SURCOLOMBIANO
3417,Local 1,7707303021079,7707303021079,TRAPERO REF1500,CATEGORIA ESTANDAR,10500,1,DISTRIALDANA .
3418,Local 1,7707303020966,7707303020966,trapero x   dc1000,aseo,8500,99,PLASTICO SURCOLOMBIANO
3419,Local 1,24,24,trapero x dc 1200,aseo,8700,6,PLASTICO SURCOLOMBIANO
3420,Local 1,7108606048211,7708606048817,Tras 150gr,aseo,1700,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3421,Local 1,7501001309640,7501001309640,tras lavaplatos x 150 g,aseo,1800,3,DISTRIMARIO SAS
3422,Local 1,7702099000703,7702099000703,tras lavaplatos x 400 g,aseo,4000,6,DISTRIMARIO SAS
3423,Local 1,7702006208123,7702006208123,tratamiento capilar dove x 22 ml,aseo,1700,72,DISTRIMARIO SAS
3424,Local 1,7702354957148,7702354957148,tratamiento nutribela bioqueratina x 27 ml,aseo,2000,9,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3425,Local 1,7702354957247,7702354957247,tratamiento nutribela celulas madre x 27 ml,aseo,1800,9,DISTRIMARIO SAS
3426,Local 1,7702354949624,7702354949624,tratamiento nutribela enzimoterapia x 27 ml,aseo,2000,23,DISTRIMARIO SAS
3427,Local 1,7702354957254,7702354957254,tratamiento nutribela pro hialuronico,aseo,1800,22,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3428,Local 1,7702354944148,7702354944148,tratamiento nutribela repolarizacion x 27 ml,aseo,1800,24,DISTRIMARIO SAS
3429,Local 1,7702354945404,7702354945404,tratamiento nutrivela termoproteccion,aseo,1800,95,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3430,Local 1,7622201776510,7622201776510,Trident herbal,dulceria,1700,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3431,Local 1,210,7622201776664,Trident menta *5,dulceria,2000,13,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3432,Local 1,233,233,trident menta pequeño,dulceria,300,90,COLOMBINA DISTRIBUCIONES
3433,Local 1,7702133862861,7702133862861,trident menta x 5.1 g,dulceria,1000,990,GUADALUPE ARDICOLL
3434,Local 1,7622201776695,7622201776695,Trident mora,dulceria,2000,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3435,Local 1,7622202020506,7622202020506,Trident mora azul por und,dulceria,300,69,COLOMBINA DISTRIBUCIONES
3436,Local 1,209,7622201776633,Trident sandia *5,dulceria,2000,12,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3437,Local 1,7702133862854,7702133862854,TRIDENT SANDIA 5.1 GR,CATEGORIA ESTANDAR,1000,30,GUADALUPE ARDICOLL
3438,Local 1,71653212,782456413,Trident Splash x,abarrotes,700,71,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3439,Local 1,75045654,75045654,Trident x4,dulceria,700,59,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3440,Local 1,7622202375804,7622202375804,Trident x5 Menta Fuerte,dulceria,1800,108,COLOMBINA DISTRIBUCIONES
3441,Local 1,7622201776572,7622201776572,Trident yerbabuena,dulceria,1800,87,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3442,Local 1,7622202015557,7622202015557,Tridents tuttifruti,dulceria,1800,87,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3443,Local 1,7703522000635,7703522000635,Trigre x3,CATEGORIA ESTANDAR,9300,8,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3444,Local 1,7702175111293,7702175111293,trirey el rey x 55 g,abarrotes,1800,5,DISTRIALDANA .
3445,Local 1,7702175111286,7702175111286,trisalsina el rey x 26 g,abarrotes,2000,2,DISTRIALDANA .
3446,Local 1,55,55,trisason sasoned displey x 12,abarrotes,12500,97,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3447,Local 1,7702354955045,7702354955045,trisason x 20 g,abarrotes,1200,932,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3448,Local 1,7707901953574,7707901953574,Trocillitos de pollo,autoservicio servitodo thaliana,500,4,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3449,Local 1,7707277700130,7707277700130,trocillos de pollo x 19 gr,CATEGORIA ESTANDAR,500,34,ALPINA .
3450,Local 1,010,010,trocillos de sabor a limon x 12 unidades,dulceria,6000,93,DISTRIMARIO SAS
3451,Local 1,09,09,trocillos de sabor a pollo x 12 unidades,dulceria,6000,10,DISTRIMARIO SAS
3452,Local 1,36,36,trocillos x 12,CATEGORIA ESTANDAR,4600,2,COMESTIBLES LABOYANA
3453,Local 1,16,16,trocillos x 50 g,abarrotes,1400,14,COMESTIBLES LABOYANA
3454,Local 1,7702152123578,7702152123578,trocitos bbq,dulceria,1500,90,GLOFER DISTRIBUCIONES
3455,Local 1,7702174851480,7702174851480,Trolli Ana y conda,dulceria,2400,46,GLOFER DISTRIBUCIONES
3456,Local 1,258,258,trolli anillos de 40 gr,dulceria,2000,-1,GLOFER DISTRIBUCIONES
3457,Local 1,7702174852685,7702174852685,Trolli bananas,dulceria,2200,44,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3458,Local 1,7702174828086,7702174828086,Trolli bananas,dulceria,2000,1,GLOFER DISTRIBUCIONES
3459,Local 1,7702174852265,7702174852265,trolli gusanos 63 gr,dulceria,2400,97,BIMBO DISTRIVENTAS DEL SUR
3460,Local 1,7702174851008,7702174851008,Trolli mango biche,CATEGORIA ESTANDAR,2400,45,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3461,Local 1,7702174855921,7702174855921,Trolli mix fantasia,CATEGORIA ESTANDAR,2200,19,GLOFER DISTRIBUCIONES
3462,Local 1,7702174855556,7702174855556,Trolli mordiscos,dulceria,2200,42,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3463,Local 1,7702174839785,7702174839785,Trolli mordiscos,dulceria,2000,0,GLOFER DISTRIBUCIONES
3464,Local 1,7702174853958,7702174853958,Trolli tortu,CATEGORIA ESTANDAR,2200,19,GLOFER DISTRIBUCIONES
3465,Local 1,7702174862196,7702174862196,Trolli va llena,CATEGORIA ESTANDAR,2400,45,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
3466,Local 1,7709745599253,7709745599253,tropicos  esencia sabora a  vainilla x 60 cm,abarrotes,3200,87,MD DISTRIBUCIONES
3467,Local 1,7709745599260,7709745599260,tropicos esencia de banano x 60 cm,abarrotes,3200,2,COMESTIBLES LABOYANA
3468,Local 1,7709745599291,7709745599291,tropicos esencia de coco x 60 cm,abarrotes,3200,3,COMESTIBLES LABOYANA
3469,Local 1,7709745599277,7709745599277,tropicos esencia sabor a hinojo x 60 cm,abarrotes,3200,1,MD DISTRIBUCIONES
3470,Local 1,7709745599215,7709745599215,tropicos esencia sabor a mantequilla x 60 cm,abarrotes,3000,3,MD DISTRIBUCIONES
3471,Local 1,7709665578833,7709665578833,tropicos esencia sabor a naranja x 60 cm,abarrotes,3000,1,MD DISTRIBUCIONES
3472,Local 1,7709745599239,7709745599239,tropicos esencia sabor a ponque x 60 cm,abarrotes,3200,6,COMESTIBLES LABOYANA
3473,Local 1,7709051738520,7709051738520,tropicos esencia sabor a vainilla caramelo x 60 cm,abarrotes,3200,3,COMESTIBLES LABOYANA
3474,Local 1,7702090066258,7702090066258,tropikola 400 ml,bebidas,1500,38,COLOMBINA DISTRIBUCIONES
3475,Local 1,7702090066265,7702090066265,tropikola x 400 ml naranjada,bebidas,1500,32,COCACOLA DISTRIBUCIONES
3476,Local 1,7701101363119,7701101363119,Trozos de atun  en agua,autoservicio servitodo thaliana,5200,96,GERDY DISTRIBUCIONES
3477,Local 1,7702993051856,7702993051856,trululu arcoiris x 70 g,CATEGORIA ESTANDAR,2000,7,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3478,Local 1,7702993054147,7702993054147,trululu aros x 40 g,CATEGORIA ESTANDAR,1500,11,DISTRIMARIO SAS
3479,Local 1,7702993051801,7702993051801,trululu aros x 70 g,CATEGORIA ESTANDAR,2300,93,DISTRIMARIO SAS
3480,Local 1,7702993051764,7702993051764,trululu banano x 70 g,CATEGORIA ESTANDAR,2000,10,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3481,Local 1,7702993054215,7702993054215,trululu casquitos x 40 g,CATEGORIA ESTANDAR,1500,5,DISTRIMARIO SAS
3482,Local 1,7702993051863,7702993051863,trululu casquitos x 70 g,carnicos,2000,4,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3483,Local 1,7702993057179,7702993057179,Trululu Choco Dona,dulceria,900,13,GLOFER DISTRIBUCIONES
3484,Local 1,7702993044063,7702993044063,trululu chococolores x 30g,dulceria,2000,110,GERDY DISTRIBUCIONES
3485,Local 1,7702993044087,7702993044087,trululu chocolores blanco x 30 g,dulceria,2000,106,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3486,Local 1,7702993056561,7702993056561,Trululu color mix,CATEGORIA ESTANDAR,2800,5,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3487,Local 1,7702993051795,7702993051795,trululu dinos x 70 g,CATEGORIA ESTANDAR,2000,6,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3488,Local 1,7702993051740,7702993051740,trululu feroz x 70 g,CATEGORIA ESTANDAR,2000,4,DISTRIMARIO SAS
3489,Local 1,7702993055724,7702993055724,Trululu Franki,CATEGORIA ESTANDAR,2000,8,DISTRIMARIO SAS
3490,Local 1,7702993053959,7702993053959,trululu fresitas x 40 g,CATEGORIA ESTANDAR,1500,6,DISTRIMARIO SAS
3491,Local 1,7702993051726,7702993051726,trululu fresitas x 70 g,CATEGORIA ESTANDAR,2300,83,DISTRIMARIO SAS
3492,Local 1,7702993054178,7702993054178,trululu gusanos acidos x 40 g,CATEGORIA ESTANDAR,1500,4,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3493,Local 1,7702993051733,7702993051733,trululu gusanos acidos x 70 g,CATEGORIA ESTANDAR,2300,78,DISTRIMARIO SAS
3494,Local 1,7702993051788,7702993051788,trululu gusanos x 70 g,CATEGORIA ESTANDAR,2000,8,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3495,Local 1,7702993056714,7702993056714,trululu helado de fresa x 54 g,CATEGORIA ESTANDAR,3000,16,DISTRIMARIO SAS
3496,Local 1,7702993054161,7702993054161,trululu lenguas x 40 g,CATEGORIA ESTANDAR,1500,2,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3497,Local 1,7702993051825,7702993051825,trululu lenguas x 70 g,CATEGORIA ESTANDAR,2300,7,DISTRICUELLAR DISTRIBUCIONES CUELLAR
3498,Local 1,7702993052297,7702993052297,trululu masmelos choco banana x 50 g,CATEGORIA ESTANDAR,3000,8,DISTRIMARIO SAS
3499,Local 1,7702993047866,7702993047866,trululu masmelos choco frutos del bosque x 50 g,CATEGORIA ESTANDAR,2200,3,DISTRIMARIO SAS
3500,Local 1,7702993047644,7702993047644,trululu masmelos choco vainilla x 50 g,CATEGORIA ESTANDAR,2200,3,DISTRIMARIO SAS
3501,Local 1,7702993049617,7702993049617,Trululu masmelos franki,CATEGORIA ESTANDAR,2200,12,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
